JPM,,,GS,,,MS,,,C,,,BAC,,,WFC,
Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:
1/15/2019,101.68,,1/15/2019,179.91,,1/15/2019,42.88,,1/15/2019,61.38,,1/15/2019,26.55,,1/15/2019,47.67
1/16/2019,102.5,,1/16/2019,197.08,,1/16/2019,44.49,,1/16/2019,62.19,,1/16/2019,28.45,,1/16/2019,48.94
1/17/2019,102.92,,1/17/2019,199.09,,1/17/2019,42.53,,1/17/2019,62.47,,1/17/2019,28.99,,1/17/2019,49.23
1/18/2019,104.59,,1/18/2019,202.54,,1/18/2019,43.69,,1/18/2019,63.12,,1/18/2019,29.3,,1/18/2019,50.01
1/22/2019,102.94,,1/22/2019,197.68,,1/22/2019,42.41,,1/22/2019,61.85,,1/22/2019,29.09,,1/22/2019,49.86
1/23/2019,102.68,,1/23/2019,196.9,,1/23/2019,42.15,,1/23/2019,62.13,,1/23/2019,28.92,,1/23/2019,50.12
1/24/2019,102.74,,1/24/2019,197.8,,1/24/2019,42.05,,1/24/2019,62.71,,1/24/2019,29.08,,1/24/2019,49.98
1/25/2019,103.39,,1/25/2019,200.74,,1/25/2019,42.98,,1/25/2019,64.02,,1/25/2019,29.58,,1/25/2019,50.13
1/28/2019,103.88,,1/28/2019,199.72,,1/28/2019,42.65,,1/28/2019,63.85,,1/28/2019,29.63,,1/28/2019,49.82
1/29/2019,104.17,,1/29/2019,200.5,,1/29/2019,42.49,,1/29/2019,63.21,,1/29/2019,29.39,,1/29/2019,49.85
1/30/2019,104.41,,1/30/2019,202.48,,1/30/2019,42.79,,1/30/2019,64.22,,1/30/2019,29.07,,1/30/2019,50.09
1/31/2019,103.5,,1/31/2019,198.01,,1/31/2019,42.3,,1/31/2019,64.46,,1/31/2019,28.47,,1/31/2019,48.91
02/01/2019,103.88,,02/01/2019,196.54,,02/01/2019,41.82,,02/01/2019,63.67,,02/01/2019,28.38,,02/01/2019,48.91
02/04/2019,104.25,,02/04/2019,197.72,,02/04/2019,42.46,,02/04/2019,64.06,,02/04/2019,28.88,,02/04/2019,49.06
02/05/2019,103.79,,02/05/2019,198.01,,02/05/2019,42.45,,02/05/2019,63.81,,02/05/2019,28.78,,02/05/2019,49.27
02/06/2019,103.74,,02/06/2019,196.62,,02/06/2019,42.38,,02/06/2019,63.89,,02/06/2019,28.73,,02/06/2019,49.22
02/07/2019,102.38,,02/07/2019,193.07,,02/07/2019,41.48,,02/07/2019,62.81,,02/07/2019,28.24,,02/07/2019,48.08
02/08/2019,101.36,,02/08/2019,191.67,,02/08/2019,40.81,,02/08/2019,62.01,,02/08/2019,28.29,,02/08/2019,47.65
02/11/2019,100.88,,02/11/2019,191.33,,02/11/2019,40.21,,02/11/2019,61.61,,02/11/2019,28.41,,02/11/2019,47.65
02/12/2019,102.6,,02/12/2019,194.49,,02/12/2019,41.15,,02/12/2019,62.67,,02/12/2019,28.69,,02/12/2019,49.05
2/13/2019,103.09,,2/13/2019,194.69,,2/13/2019,41.19,,2/13/2019,63.04,,2/13/2019,28.7,,2/13/2019,49.02
2/14/2019,102.42,,2/14/2019,192.53,,2/14/2019,40.72,,2/14/2019,62.42,,2/14/2019,28.39,,2/14/2019,48.52
2/15/2019,105.55,,2/15/2019,198.5,,2/15/2019,41.99,,2/15/2019,64.27,,2/15/2019,29.11,,2/15/2019,49.22
2/19/2019,105.18,,2/19/2019,198.67,,2/19/2019,42.16,,2/19/2019,64.38,,2/19/2019,29.13,,2/19/2019,49.38
2/20/2019,105.69,,2/20/2019,198.6,,2/20/2019,42.42,,2/20/2019,64.64,,2/20/2019,29.41,,2/20/2019,49.81
2/21/2019,105.47,,2/21/2019,196.36,,2/21/2019,41.96,,2/21/2019,64.32,,2/21/2019,29.29,,2/21/2019,49.56
2/22/2019,105,,2/22/2019,196,,2/22/2019,41.79,,2/22/2019,64.14,,2/22/2019,29.08,,2/22/2019,49.02
2/25/2019,106.1,,2/25/2019,198.65,,2/25/2019,42.19,,2/25/2019,64.53,,2/25/2019,29.27,,2/25/2019,49.66
2/26/2019,105.29,,2/26/2019,198.9,,2/26/2019,42.41,,2/26/2019,64.12,,2/26/2019,29.29,,2/26/2019,49.59
2/27/2019,105.16,,2/27/2019,198.1,,2/27/2019,42.56,,2/27/2019,64.4,,2/27/2019,29.53,,2/27/2019,49.9
2/28/2019,104.36,,2/28/2019,196.7,,2/28/2019,41.98,,2/28/2019,63.98,,2/28/2019,29.08,,2/28/2019,49.89
03/01/2019,104.43,,03/01/2019,198.2,,03/01/2019,42.5,,03/01/2019,64.47,,03/01/2019,29.31,,03/01/2019,50.03
03/04/2019,104.19,,03/04/2019,195.98,,03/04/2019,42,,03/04/2019,63.75,,03/04/2019,29.03,,03/04/2019,50.11
03/05/2019,104.11,,03/05/2019,196,,03/05/2019,41.9,,03/05/2019,62.93,,03/05/2019,29.08,,03/05/2019,49.89
03/06/2019,103.72,,03/06/2019,194.74,,03/06/2019,41.62,,03/06/2019,62.51,,03/06/2019,28.84,,03/06/2019,49.82
03/07/2019,102.97,,03/07/2019,192.77,,03/07/2019,41.17,,03/07/2019,61.9,,03/07/2019,28.55,,03/07/2019,49.68
03/08/2019,103.01,,03/08/2019,195.24,,03/08/2019,41.36,,03/08/2019,62.06,,03/08/2019,28.65,,03/08/2019,49.8
03/11/2019,104.35,,03/11/2019,195.97,,03/11/2019,41.85,,03/11/2019,62.31,,03/11/2019,28.94,,03/11/2019,49.76
03/12/2019,104.04,,03/12/2019,196.63,,03/12/2019,42.03,,03/12/2019,62.81,,03/12/2019,28.94,,03/12/2019,49.65
3/13/2019,104.39,,3/13/2019,197.25,,3/13/2019,42.41,,3/13/2019,63.65,,3/13/2019,29.29,,3/13/2019,49.92
3/14/2019,105.34,,3/14/2019,197.47,,3/14/2019,42.69,,3/14/2019,64.11,,3/14/2019,29.46,,3/14/2019,50.35
3/15/2019,106.55,,3/15/2019,198.26,,3/15/2019,43.33,,3/15/2019,65.19,,3/15/2019,29.3,,3/15/2019,50.66
3/18/2019,107.19,,3/18/2019,202.47,,3/18/2019,44.03,,3/18/2019,65.93,,3/18/2019,29.82,,3/18/2019,51.73
3/19/2019,106.8,,3/19/2019,201.12,,3/19/2019,43.95,,3/19/2019,65.63,,3/19/2019,29.65,,3/19/2019,51.41
3/20/2019,104.52,,3/20/2019,194.32,,3/20/2019,43.03,,3/20/2019,64.3,,3/20/2019,28.64,,3/20/2019,50.4
3/21/2019,102.87,,3/21/2019,194.58,,3/21/2019,43.13,,3/21/2019,63.91,,3/21/2019,28.18,,3/21/2019,49.86
3/22/2019,99.76,,3/22/2019,188.96,,3/22/2019,41.72,,3/22/2019,60.98,,3/22/2019,27.01,,3/22/2019,48.31
3/25/2019,98.93,,3/25/2019,188.51,,3/25/2019,41.25,,3/25/2019,60.33,,3/25/2019,26.84,,3/25/2019,48.08
3/26/2019,99.92,,3/26/2019,190.69,,3/26/2019,41.88,,3/26/2019,61.22,,3/26/2019,27.21,,3/26/2019,49.01
3/27/2019,99.58,,3/27/2019,190.03,,3/27/2019,41.37,,3/27/2019,60.73,,3/27/2019,27.03,,3/27/2019,48.77
3/28/2019,100.71,,3/28/2019,191.18,,3/28/2019,41.93,,3/28/2019,61.98,,3/28/2019,27.33,,3/28/2019,49.09
3/29/2019,101.23,,3/29/2019,191.99,,3/29/2019,42.2,,3/29/2019,62.22,,3/29/2019,27.59,,3/29/2019,48.32
04/01/2019,104.64,,04/01/2019,196.74,,04/01/2019,43.53,,04/01/2019,64.36,,04/01/2019,28.54,,04/01/2019,48.81
04/02/2019,105.14,,04/02/2019,197.5,,04/02/2019,43.7,,04/02/2019,64.42,,04/02/2019,28.87,,04/02/2019,48.21
04/03/2019,105.35,,04/03/2019,200.86,,04/03/2019,44.38,,04/03/2019,65.06,,04/03/2019,28.84,,04/03/2019,48.86
04/04/2019,105.56,,04/04/2019,202.23,,04/04/2019,44.93,,04/04/2019,65.82,,04/04/2019,29.15,,04/04/2019,49.17
04/05/2019,105.31,,04/05/2019,202.38,,04/05/2019,44.9,,04/05/2019,65.55,,04/05/2019,29.08,,04/05/2019,48.78
04/08/2019,105.65,,04/08/2019,202.54,,04/08/2019,44.98,,04/08/2019,66.07,,04/08/2019,29.17,,04/08/2019,48.88
04/09/2019,104.87,,04/09/2019,200.62,,04/09/2019,44.26,,04/09/2019,65.2,,04/09/2019,28.89,,04/09/2019,48.14
04/10/2019,105.34,,04/10/2019,202.98,,04/10/2019,44.45,,04/10/2019,65.52,,04/10/2019,29.07,,04/10/2019,47.79
04/11/2019,106.23,,04/11/2019,202.83,,04/11/2019,44.8,,04/11/2019,65.91,,04/11/2019,29.07,,04/11/2019,47.74
04/12/2019,111.21,,04/12/2019,207.84,,04/12/2019,46.69,,04/12/2019,67.42,,04/12/2019,30.17,,04/12/2019,46.49
4/15/2019,109.94,,4/15/2019,199.91,,4/15/2019,46.08,,4/15/2019,67.38,,4/15/2019,29.84,,4/15/2019,46.77
4/16/2019,111.1,,4/16/2019,201.84,,4/16/2019,47.02,,4/16/2019,69.31,,4/16/2019,29.88,,4/16/2019,47.65
4/17/2019,114.3,,4/17/2019,207.9,,4/17/2019,48.26,,4/17/2019,70.35,,4/17/2019,30.03,,4/17/2019,47.55
4/18/2019,113.46,,4/18/2019,205.91,,4/18/2019,47.55,,4/18/2019,69.67,,4/18/2019,30.03,,4/18/2019,47.58
4/22/2019,113.6,,4/22/2019,204.6,,4/22/2019,47.29,,4/22/2019,69.09,,4/22/2019,30.05,,4/22/2019,47.26
4/23/2019,113.74,,4/23/2019,204.14,,4/23/2019,47.35,,4/23/2019,69.2,,4/23/2019,30.07,,4/23/2019,47.35
4/24/2019,113.55,,4/24/2019,200.54,,4/24/2019,47.38,,4/24/2019,68.83,,4/24/2019,30.02,,4/24/2019,47.48
4/25/2019,113.61,,4/25/2019,201.4,,4/25/2019,47.29,,4/25/2019,68.73,,4/25/2019,30.08,,4/25/2019,47.51
4/26/2019,114.47,,4/26/2019,203.08,,4/26/2019,47.89,,4/26/2019,69.51,,4/26/2019,30.35,,4/26/2019,47.96
4/29/2019,116.12,,4/29/2019,206.92,,4/29/2019,48.46,,4/29/2019,71.03,,4/29/2019,30.77,,4/29/2019,48.27
4/30/2019,116.05,,4/30/2019,205.92,,4/30/2019,48.25,,4/30/2019,70.7,,4/30/2019,30.58,,4/30/2019,48.41
05/01/2019,115.16,,05/01/2019,204.73,,05/01/2019,47.57,,05/01/2019,69.96,,05/01/2019,30.26,,05/01/2019,48.23
05/02/2019,115.41,,05/02/2019,204.99,,05/02/2019,47.81,,05/02/2019,70.36,,05/02/2019,30.5,,05/02/2019,48.3
05/03/2019,116.12,,05/03/2019,207.52,,05/03/2019,48.06,,05/03/2019,70.67,,05/03/2019,30.71,,05/03/2019,48.65
05/06/2019,115.09,,05/06/2019,206.43,,05/06/2019,47.71,,05/06/2019,70.41,,05/06/2019,30.47,,05/06/2019,48.43
05/07/2019,113.21,,05/07/2019,202.63,,05/07/2019,46.71,,05/07/2019,68.16,,05/07/2019,29.92,,05/07/2019,47.17
05/08/2019,112.61,,05/08/2019,200.95,,05/08/2019,46.53,,05/08/2019,68.22,,05/08/2019,29.8,,05/08/2019,47
05/09/2019,112.52,,05/09/2019,201.63,,05/09/2019,46.45,,05/09/2019,67.63,,05/09/2019,29.71,,05/09/2019,46.74
05/10/2019,112.51,,05/10/2019,202.05,,05/10/2019,46.34,,05/10/2019,67.9,,05/10/2019,29.58,,05/10/2019,47.15
5/13/2019,109.45,,5/13/2019,194.97,,5/13/2019,44.18,,5/13/2019,64.38,,5/13/2019,28.25,,5/13/2019,46.33
5/14/2019,110.32,,5/14/2019,196.28,,5/14/2019,44.01,,5/14/2019,65.26,,5/14/2019,28.62,,5/14/2019,46.49
5/15/2019,109.9,,5/15/2019,196.4,,5/15/2019,43.9,,5/15/2019,64.87,,5/15/2019,28.29,,5/15/2019,45.84
5/16/2019,111.31,,5/16/2019,199.14,,5/16/2019,44.28,,5/16/2019,65.98,,5/16/2019,28.59,,5/16/2019,45.9
5/17/2019,110.77,,5/17/2019,197.43,,5/17/2019,43.88,,5/17/2019,65.07,,5/17/2019,28.4,,5/17/2019,45.7
5/20/2019,111.35,,5/20/2019,197.24,,5/20/2019,43.87,,5/20/2019,64.96,,5/20/2019,28.4,,5/20/2019,45.45
5/21/2019,111.73,,5/21/2019,199.11,,5/21/2019,44.39,,5/21/2019,66.08,,5/21/2019,28.69,,5/21/2019,46.33
5/22/2019,110.82,,5/22/2019,195.52,,5/22/2019,43.49,,5/22/2019,64.66,,5/22/2019,28.49,,5/22/2019,46.1
5/23/2019,108.64,,5/23/2019,191.97,,5/23/2019,42.71,,5/23/2019,63.9,,5/23/2019,27.76,,5/23/2019,45.56
5/24/2019,109.71,,5/24/2019,193,,5/24/2019,42.96,,5/24/2019,64.39,,5/24/2019,28.18,,5/24/2019,46.17
5/28/2019,108.52,,5/28/2019,189.44,,5/28/2019,42.17,,5/28/2019,63.79,,5/28/2019,27.9,,5/28/2019,45.59
5/29/2019,108.22,,5/29/2019,188.05,,5/29/2019,42.19,,5/29/2019,63.71,,5/29/2019,27.75,,5/29/2019,45.48
5/30/2019,107.06,,5/30/2019,187.37,,5/30/2019,41.83,,5/30/2019,63.61,,5/30/2019,27.16,,5/30/2019,45.05
5/31/2019,105.96,,5/31/2019,182.49,,5/31/2019,40.69,,5/31/2019,62.15,,5/31/2019,26.6,,5/31/2019,44.37
06/03/2019,106.46,,06/03/2019,183.19,,06/03/2019,40.73,,06/03/2019,62.61,,06/03/2019,26.68,,06/03/2019,44.52
06/04/2019,109.74,,06/04/2019,189.88,,06/04/2019,42.48,,06/04/2019,65.88,,06/04/2019,27.92,,06/04/2019,45.68
06/05/2019,110.13,,06/05/2019,188.44,,06/05/2019,42.43,,06/05/2019,65.78,,06/05/2019,27.91,,06/05/2019,45.86
06/06/2019,110.37,,06/06/2019,189.81,,06/06/2019,42.81,,06/06/2019,66.47,,06/06/2019,27.88,,06/06/2019,45.92
06/07/2019,109.16,,06/07/2019,189.81,,06/07/2019,42.7,,06/07/2019,65.69,,06/07/2019,27.53,,06/07/2019,45.63
06/10/2019,110.34,,06/10/2019,194.12,,06/10/2019,43.29,,06/10/2019,67.12,,06/10/2019,28.07,,06/10/2019,46.27
06/11/2019,110.68,,06/11/2019,194.73,,06/11/2019,43.67,,06/11/2019,67.88,,06/11/2019,28.24,,06/11/2019,46.26
06/12/2019,109.27,,06/12/2019,190.22,,06/12/2019,42.62,,06/12/2019,66.81,,06/12/2019,27.95,,06/12/2019,44.91
6/13/2019,109.54,,6/13/2019,191.45,,6/13/2019,42.95,,6/13/2019,67.08,,6/13/2019,27.94,,6/13/2019,45.29
6/14/2019,109.82,,6/14/2019,191.66,,6/14/2019,42.82,,6/14/2019,67.48,,6/14/2019,28.04,,6/14/2019,45.59
6/17/2019,109.22,,6/17/2019,190.83,,6/17/2019,42.51,,6/17/2019,66.54,,6/17/2019,27.93,,6/17/2019,45.27
6/18/2019,110.71,,6/18/2019,194.98,,6/18/2019,43.34,,6/18/2019,67.98,,6/18/2019,28.62,,6/18/2019,46.1
6/19/2019,109.91,,6/19/2019,195.64,,6/19/2019,43.14,,6/19/2019,67.59,,6/19/2019,28.32,,6/19/2019,45.65
6/20/2019,110.19,,6/20/2019,195.7,,6/20/2019,43.46,,6/20/2019,68.1,,6/20/2019,28.27,,6/20/2019,45.86
6/21/2019,109.44,,6/21/2019,195.94,,6/21/2019,43.58,,6/21/2019,67.97,,6/21/2019,28.12,,6/21/2019,46.89
6/24/2019,108.66,,6/24/2019,197.49,,6/24/2019,43.07,,6/24/2019,67.41,,6/24/2019,27.98,,6/24/2019,46.27
6/25/2019,107.76,,6/25/2019,196.06,,6/25/2019,42.66,,6/25/2019,66.54,,6/25/2019,27.76,,6/25/2019,46.14
6/26/2019,108.48,,6/26/2019,197.01,,6/26/2019,42.99,,6/26/2019,67.22,,6/26/2019,27.91,,6/26/2019,45.8
6/27/2019,108.84,,6/27/2019,199.32,,6/27/2019,43.49,,6/27/2019,68.15,,6/27/2019,28.21,,6/27/2019,46.29
6/28/2019,111.8,,6/28/2019,204.6,,6/28/2019,43.81,,6/28/2019,70.03,,6/28/2019,29,,6/28/2019,47.32
07/01/2019,113.68,,07/01/2019,206.86,,07/01/2019,43.95,,07/01/2019,70.74,,07/01/2019,29.42,,07/01/2019,47.69
07/02/2019,113.8,,07/02/2019,205.98,,07/02/2019,43.83,,07/02/2019,70.44,,07/02/2019,29.15,,07/02/2019,47.23
07/03/2019,112.82,,07/03/2019,206.04,,07/03/2019,43.99,,07/03/2019,70.85,,07/03/2019,29.05,,07/03/2019,47.66
07/05/2019,113.49,,07/05/2019,207.9,,07/05/2019,44.21,,07/05/2019,71.4,,07/05/2019,29.26,,07/05/2019,47.77
07/08/2019,112.87,,07/08/2019,205.75,,07/08/2019,43.49,,07/08/2019,71.13,,07/08/2019,29.2,,07/08/2019,47.53
07/09/2019,113.35,,07/09/2019,207.77,,07/09/2019,43.78,,07/09/2019,71.56,,07/09/2019,29.35,,07/09/2019,47.83
07/10/2019,113.02,,07/10/2019,205.97,,07/10/2019,43.31,,07/10/2019,71.13,,07/10/2019,29.02,,07/10/2019,47.15
07/11/2019,114.1,,07/11/2019,211.35,,07/11/2019,44.18,,07/11/2019,71.61,,07/11/2019,29.36,,07/11/2019,47.14
07/12/2019,115.3,,07/12/2019,213.94,,07/12/2019,44.87,,07/12/2019,71.77,,07/12/2019,29.45,,07/12/2019,47.36
7/15/2019,113.9,,7/15/2019,211.58,,7/15/2019,44.43,,7/15/2019,71.71,,7/15/2019,29.22,,7/15/2019,46.71
7/16/2019,115.12,,7/16/2019,215.52,,7/16/2019,44.43,,7/16/2019,71.32,,7/16/2019,28.99,,7/16/2019,45.3
7/17/2019,113.99,,7/17/2019,213.3,,7/17/2019,43.77,,7/17/2019,70.82,,7/17/2019,29.19,,7/17/2019,45.21
7/18/2019,114.67,,7/18/2019,214.52,,7/18/2019,44.43,,7/18/2019,71.79,,7/18/2019,29.48,,7/18/2019,45.82
7/19/2019,113.54,,7/19/2019,213.52,,7/19/2019,44.39,,7/19/2019,70.92,,7/19/2019,29.4,,7/19/2019,46.03
7/22/2019,114.27,,7/22/2019,214,,7/22/2019,44.5,,7/22/2019,71.11,,7/22/2019,29.57,,7/22/2019,46.48
7/23/2019,116.36,,7/23/2019,219.43,,7/23/2019,45.1,,7/23/2019,71.99,,7/23/2019,30.25,,7/23/2019,47.2
7/24/2019,116.83,,7/24/2019,222.03,,7/24/2019,45.5,,7/24/2019,73.01,,7/24/2019,30.67,,7/24/2019,48.45
7/25/2019,115.71,,7/25/2019,219.98,,7/25/2019,44.87,,7/25/2019,71.39,,7/25/2019,30.34,,7/25/2019,48.09
7/26/2019,116.22,,7/26/2019,222.14,,7/26/2019,45.74,,7/26/2019,72.16,,7/26/2019,30.77,,7/26/2019,49.3
7/29/2019,115.85,,7/29/2019,220.32,,7/29/2019,45.23,,7/29/2019,71.76,,7/29/2019,30.52,,7/29/2019,48.28
7/30/2019,115.59,,7/30/2019,221.4,,7/30/2019,44.67,,7/30/2019,71.71,,7/30/2019,30.89,,7/30/2019,48.55
7/31/2019,116,,7/31/2019,220.13,,7/31/2019,44.56,,7/31/2019,71.16,,7/31/2019,30.68,,7/31/2019,48.41
08/01/2019,112.94,,08/01/2019,211.6,,08/01/2019,42.93,,08/01/2019,68.35,,08/01/2019,29.49,,08/01/2019,47.06
08/02/2019,112.93,,08/02/2019,209.37,,08/02/2019,42.12,,08/02/2019,67.61,,08/02/2019,29.38,,08/02/2019,47.44
08/05/2019,109.57,,08/05/2019,201.68,,08/05/2019,40.49,,08/05/2019,65.18,,08/05/2019,28.08,,08/05/2019,46.14
08/06/2019,110.43,,08/06/2019,206.01,,08/06/2019,41.22,,08/06/2019,66.25,,08/06/2019,28.42,,08/06/2019,46.93
08/07/2019,108.03,,08/07/2019,205.74,,08/07/2019,40.56,,08/07/2019,65.14,,08/07/2019,27.89,,08/07/2019,45.81
08/08/2019,109.86,,08/08/2019,207,,08/08/2019,41.27,,08/08/2019,66.74,,08/08/2019,28.38,,08/08/2019,46.4
08/09/2019,109.74,,08/09/2019,206.9,,08/09/2019,41.5,,08/09/2019,66.05,,08/09/2019,28.33,,08/09/2019,46.3
08/12/2019,107.68,,08/12/2019,201.52,,08/12/2019,40.36,,08/12/2019,64.24,,08/12/2019,27.64,,08/12/2019,45.53
8/13/2019,109.34,,8/13/2019,204.11,,8/13/2019,40.69,,8/13/2019,64.83,,8/13/2019,27.72,,8/13/2019,45.96
8/14/2019,104.8,,8/14/2019,195.56,,8/14/2019,39.33,,8/14/2019,61.41,,8/14/2019,26.42,,8/14/2019,43.97
8/15/2019,105.2,,8/15/2019,196.18,,8/15/2019,39.1,,8/15/2019,61.32,,8/15/2019,26.25,,8/15/2019,43.38
8/16/2019,107.72,,8/16/2019,199.42,,8/16/2019,39.94,,8/16/2019,63.48,,8/16/2019,27.03,,8/16/2019,44.39
8/19/2019,108.69,,8/19/2019,202.2,,8/19/2019,40.37,,8/19/2019,64.31,,8/19/2019,27.27,,8/19/2019,45.25
8/20/2019,107.31,,8/20/2019,199.98,,8/20/2019,39.9,,8/20/2019,63.42,,8/20/2019,26.72,,8/20/2019,44.68
8/21/2019,107.61,,8/21/2019,200.68,,8/21/2019,39.94,,8/21/2019,63.25,,8/21/2019,26.93,,8/21/2019,45
8/22/2019,108.72,,8/22/2019,202.42,,8/22/2019,40.27,,8/22/2019,63.91,,8/22/2019,27.19,,8/22/2019,45.62
8/23/2019,106.02,,8/23/2019,196.2,,8/23/2019,39.33,,8/23/2019,61.95,,8/23/2019,26.47,,8/23/2019,44.42
8/26/2019,106.87,,8/26/2019,199.65,,8/26/2019,40.16,,8/26/2019,62.72,,8/26/2019,26.78,,8/26/2019,44.98
8/27/2019,105.74,,8/27/2019,198.07,,8/27/2019,39.79,,8/27/2019,61.66,,8/27/2019,26.47,,8/27/2019,44.75
8/28/2019,106.8,,8/28/2019,200.42,,8/28/2019,40.38,,8/28/2019,62.36,,8/28/2019,26.85,,8/28/2019,45.47
8/29/2019,109.22,,8/29/2019,203.44,,8/29/2019,41.29,,8/29/2019,63.9,,8/29/2019,27.33,,8/29/2019,46.19
8/30/2019,109.86,,8/30/2019,203.91,,8/30/2019,41.49,,8/30/2019,64.35,,8/30/2019,27.51,,8/30/2019,46.57
09/03/2019,108.56,,09/03/2019,198.97,,09/03/2019,40.99,,09/03/2019,63.42,,09/03/2019,27.05,,09/03/2019,46.09
09/04/2019,109.87,,09/04/2019,201.73,,09/04/2019,41.53,,09/04/2019,64.28,,09/04/2019,27.49,,09/04/2019,46.5
09/05/2019,112.37,,09/05/2019,207.05,,09/05/2019,42.47,,09/05/2019,66.34,,09/05/2019,28.12,,09/05/2019,47.62
09/06/2019,112.61,,09/06/2019,207.21,,09/06/2019,42.18,,09/06/2019,65.97,,09/06/2019,27.73,,09/06/2019,47.15
09/09/2019,115.4,,09/09/2019,211.98,,09/09/2019,43.11,,09/09/2019,68.79,,09/09/2019,28.63,,09/09/2019,48.41
09/10/2019,116.87,,09/10/2019,215.63,,09/10/2019,43.58,,09/10/2019,68.98,,09/10/2019,29.35,,09/10/2019,48.31
09/11/2019,117.19,,09/11/2019,216.8,,09/11/2019,43.94,,09/11/2019,68.9,,09/11/2019,29.46,,09/11/2019,48.85
09/12/2019,117.91,,09/12/2019,218.74,,09/12/2019,44.32,,09/12/2019,69.3,,09/12/2019,29.67,,09/12/2019,48.65
9/13/2019,120.23,,9/13/2019,219.9,,9/13/2019,45.16,,9/13/2019,70.39,,9/13/2019,30.17,,9/13/2019,48.92
9/16/2019,119.16,,9/16/2019,217.22,,9/16/2019,44.75,,9/16/2019,69.83,,9/16/2019,30.13,,9/16/2019,48.98
9/17/2019,118.57,,9/17/2019,215.91,,9/17/2019,44.21,,9/17/2019,69.48,,9/17/2019,29.94,,9/17/2019,48.76
9/18/2019,119.76,,9/18/2019,217.08,,9/18/2019,44.36,,9/18/2019,70.09,,9/18/2019,30,,9/18/2019,48.93
9/19/2019,119.38,,9/19/2019,215.23,,9/19/2019,44.02,,9/19/2019,69.73,,9/19/2019,29.82,,9/19/2019,48.91
9/20/2019,118.9,,9/20/2019,213.74,,9/20/2019,43.67,,9/20/2019,69.35,,9/20/2019,29.59,,9/20/2019,48.63
9/23/2019,118.88,,9/23/2019,213.46,,9/23/2019,43.56,,9/23/2019,69.55,,9/23/2019,29.52,,9/23/2019,48.96
9/24/2019,117.33,,9/24/2019,207.75,,9/24/2019,42.54,,9/24/2019,67.9,,9/24/2019,28.94,,9/24/2019,48.65
9/25/2019,118,,9/25/2019,210.03,,9/25/2019,43.04,,9/25/2019,69.38,,9/25/2019,29.25,,9/25/2019,49.26
9/26/2019,117.03,,9/26/2019,208.22,,9/26/2019,42.62,,9/26/2019,69.11,,9/26/2019,29.13,,9/26/2019,48.87
9/27/2019,117.72,,9/27/2019,208.97,,9/27/2019,42.84,,9/27/2019,69.46,,9/27/2019,29.35,,9/27/2019,50.71
9/30/2019,117.69,,9/30/2019,207.23,,9/30/2019,42.67,,9/30/2019,69.08,,9/30/2019,29.17,,9/30/2019,50.44
10/01/2019,115.55,,10/01/2019,202.69,,10/01/2019,41.38,,10/01/2019,68.15,,10/01/2019,28.44,,10/01/2019,49.06
10/02/2019,113.25,,10/02/2019,198.25,,10/02/2019,40.23,,10/02/2019,66.26,,10/02/2019,27.84,,10/02/2019,48.47
10/03/2019,112.19,,10/03/2019,197.24,,10/03/2019,40.25,,10/03/2019,66.7,,10/03/2019,27.81,,10/03/2019,48.48
10/04/2019,114.62,,10/04/2019,200.8,,10/04/2019,40.78,,10/04/2019,68.18,,10/04/2019,28.37,,10/04/2019,49.21
10/07/2019,114.37,,10/07/2019,200.4,,10/07/2019,40.68,,10/07/2019,68.15,,10/07/2019,28.31,,10/07/2019,48.81
10/08/2019,111.82,,10/08/2019,197.37,,10/08/2019,39.82,,10/08/2019,66.4,,10/08/2019,27.63,,10/08/2019,47.82
10/09/2019,112.63,,10/09/2019,196.85,,10/09/2019,40.44,,10/09/2019,67.43,,10/09/2019,27.89,,10/09/2019,48.15
10/10/2019,114.21,,10/10/2019,199.87,,10/10/2019,41.05,,10/10/2019,68.62,,10/10/2019,28.45,,10/10/2019,48.65
10/11/2019,116.14,,10/11/2019,204.68,,10/11/2019,41.93,,10/11/2019,70.1,,10/11/2019,28.91,,10/11/2019,49.21
10/14/2019,116.45,,10/14/2019,205.82,,10/14/2019,42.25,,10/14/2019,70.24,,10/14/2019,29.14,,10/14/2019,49.27
10/15/2019,119.96,,10/15/2019,206.46,,10/15/2019,42.53,,10/15/2019,71.22,,10/15/2019,29.73,,10/15/2019,50.11
10/16/2019,119.68,,10/16/2019,207.42,,10/16/2019,42.79,,10/16/2019,69.5,,10/16/2019,30.17,,10/16/2019,49.59
10/17/2019,120.35,,10/17/2019,206.46,,10/17/2019,43.44,,10/17/2019,69.6,,10/17/2019,30.26,,10/17/2019,49.61
10/18/2019,120.56,,10/18/2019,206.52,,10/18/2019,43.66,,10/18/2019,69.74,,10/18/2019,30.35,,10/18/2019,49.97
10/21/2019,123.55,,10/21/2019,209.25,,10/21/2019,44.98,,10/21/2019,71.81,,10/21/2019,31.02,,10/21/2019,50.46
10/22/2019,124.79,,10/22/2019,209.6,,10/22/2019,45.38,,10/22/2019,72.06,,10/22/2019,31.2,,10/22/2019,50.62
10/23/2019,125.12,,10/23/2019,211.32,,10/23/2019,45.91,,10/23/2019,72.45,,10/23/2019,31.42,,10/23/2019,50.93
